Preview,Collection,Obs. ID,Product ID,RA (J2000.0),Dec. (J2000.0),Start Date,Instrument,Int. Time,Target Name,Filter,Cal. Lev.,Obs. Type,Min. Wavelength,Max. Wavelength,Proposal ID,P.I. Name,Data Release,Field of View,Polygon,Pixel Scale,Resolving Power,End Date,Data Type,Moving Target,Provenance Name,Intent,Target Type,Target Standard,Target Keywords,Sequence Number,Algorithm Name,Proposal Title,Proposal Keywords,IQ,Instrument Keywords,Tau,Molecule,Transition,Proposal Project,Band,Prov. Version,Prov. Project,Prov. Run ID,Prov. Last Executed,Rest-frame Energy,Quality,Publisher ID
caom:CFHT/724729,CFHT,724729.0,724729p,333.8733825618789,-17.73124586911152,52942.2775563,MegaPrime,360.08,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9757605341806084,334.38887301973165 -18.228582303288732 333.35737403369853 -18.228239916661042 333.36028886585024 -17.23297081697495 334.38679688225506 -17.232744060091427,0.1859477808438712,4.4221514508099995,52942.281723892585,image,0.0,ELIXIR,science,,0.0,,724729.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm03,2004-07-21T00:40:34.000,,,ivo://cadc.nrc.ca/CFHT?724729/724729p
caom:CFHT/724730,CFHT,724730.0,724730p,333.87945604910635,-17.734304960868787,52942.2823049,MegaPrime,360.06799999999987,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758674284968692,334.3947389729202 -18.23183745051451 333.3629605201193 -18.231421462496797 333.3671418057825 -17.241364622777414 333.47890358682764 -17.234935703629194 334.3925248586266 -17.23577196723443,0.18602428560801687,4.4221514508099995,52942.2864723537,image,0.0,ELIXIR,science,,0.0,,724730.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm03,2004-07-21T00:41:52.000,,,ivo://cadc.nrc.ca/CFHT?724730/724730p
caom:CFHT/724731,CFHT,724731.0,724731p,333.8821052486816,-17.72883001272318,52942.2870546,MegaPrime,360.06099999999986,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758873983241044,334.3976058360794 -18.22617495310034 333.3660880504834 -18.225905605614663 333.3690470887962 -17.23038315871383 334.39559812897994 -17.230417922635553,0.1859542230508924,4.4221514508099995,52942.291221972686,image,0.0,ELIXIR,science,,0.0,,724731.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm03,2004-07-21T00:44:57.000,,,ivo://cadc.nrc.ca/CFHT?724731/724731p
caom:CFHT/724732,CFHT,724732.0,724732p,333.8763392313341,-17.725898708392094,52942.291803199994,MegaPrime,360.08200000000016,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.975948102145324,334.39187040755286 -18.223150467825104 333.36027234903435 -18.22307682017538 333.36332726303175 -17.227485976324996 334.389830543019 -17.227401953354637,0.18595353589988625,4.4221514508099995,52942.29597081574,image,0.0,ELIXIR,science,,0.0,,724732.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm03,2004-07-21T00:45:55.000,,,ivo://cadc.nrc.ca/CFHT?724732/724732p
caom:CFHT/727433,CFHT,727433.0,727433p,333.8785622736884,-17.732211438292424,52962.20833459999,MegaPrime,360.0760000000003,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9759791172984222,334.3976793762248 -18.226263341070016 333.36615357867237 -18.232663422336824 333.3618889058168 -17.237127145966806 334.3883825901734 -17.230334288565917,0.18591922466508912,4.4221514508099995,52962.21250214629,image,0.0,ELIXIR,science,,0.0,,727433.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm04,2004-07-21T02:08:36.000,,,ivo://cadc.nrc.ca/CFHT?727433/727433p
caom:CFHT/727434,CFHT,727434.0,727434p,333.87402942195615,-17.74064339917062,52962.2174759,MegaPrime,360.07400000000007,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9763007641486467,334.3933238539276 -18.23469866748942 333.361592175041 -18.241228895825177 333.35717180053047 -17.245426725929526 334.38398720051197 -17.238796930826812,0.18592399213377814,4.4221514508099995,52962.221643423145,image,0.0,ELIXIR,science,,0.0,,727434.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm04,2004-07-21T02:11:24.000,,,ivo://cadc.nrc.ca/CFHT?727434/727434p
caom:CFHT/727435,CFHT,727435.0,727435p,333.8810496016286,-17.757662056908856,52962.222243300006,MegaPrime,360.069,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.97464171604571,334.39949872992116 -18.251467219383656 333.3675410952342 -18.25793152422007 333.36691363092007 -17.26216977940377 334.3901176244052 -17.255424343392686,0.18600163947376744,4.4221514508099995,52962.22641076527,image,0.0,ELIXIR,science,,0.0,,727435.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm04,2004-07-21T02:11:30.000,,,ivo://cadc.nrc.ca/CFHT?727435/727435p
caom:CFHT/727436,CFHT,727436.0,727436p,333.882712165252,-17.72428664360939,52962.228836300004,MegaPrime,360.0840000000002,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9760576905494672,334.4017845790252 -18.21829415398998 333.3701418654779 -18.224800205828927 333.36622085963484 -17.22921846979655 334.39254142486413 -17.222283185818547,0.18592871017545265,4.4221514508099995,52962.233003938876,image,0.0,ELIXIR,science,,0.0,,727436.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm04,2004-07-21T02:10:57.000,,,ivo://cadc.nrc.ca/CFHT?727436/727436p
caom:CFHT/727437,CFHT,727437.0,727437p,333.876891831035,-17.707242309589375,52962.2339217,MegaPrime,360.08300000000014,D4,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,03BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758725002301104,334.39588109902616 -18.201378485665813 333.36448002792105 -18.20747823835393 333.3603101536101 -17.212149316271645 334.38670335692177 -17.205514669774903,0.18592155412764447,4.4221514508099995,52962.23808932732,image,0.0,ELIXIR,science,,0.0,,727437.0,exposure,A deep synoptic survey,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,03Bm04,2004-07-21T02:11:04.000,,,ivo://cadc.nrc.ca/CFHT?727437/727437p
caom:CFHT/757163,CFHT,757163.0,757163p,36.499718726199376,-4.497764270052485,53227.60557109999,MegaPrime,300.071,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.980944700729644,36.98885971179646 -3.9973522807001447 36.99570426239346 -4.997610609346894 36.00661474189655 -4.994835861086658 36.006286519740335 -3.998856300748671,0.18613480028189586,4.4221514508099995,53227.60904414398,image,0.0,ELIXIR,science,,0.0,,757163.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-11-04T18:11:57.000,,,ivo://cadc.nrc.ca/CFHT?757163/757163p
caom:CFHT/757164,CFHT,757164.0,757164p,36.491941135117344,-4.504478496969412,53227.60965880001,MegaPrime,300.0660000000001,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9762169052844882,36.98275576673857 -4.005573168119171 36.984365052680914 -5.001522597929833 36.00047678749645 -5.0030398903302 36.00014964967328 -4.007139540650799,0.18606178336694768,4.4221514508099995,53227.61313178612,image,0.0,ELIXIR,science,,0.0,,757164.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-11-04T18:14:01.000,,,ivo://cadc.nrc.ca/CFHT?757164/757164p
caom:CFHT/757165,CFHT,757165.0,757165p,36.500653782976926,-4.522387494432152,53227.613767400006,MegaPrime,300.0750000000001,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9736745688658884,36.99089937957154 -4.022643519559695 36.99268408623811 -5.018325009495725 36.00884137455675 -5.019705916850968 36.00885259490883 -4.0280678529374985,0.1861008144622927,4.4221514508099995,53227.61724049028,image,0.0,ELIXIR,science,,0.0,,757165.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-11-04T18:20:33.000,,,ivo://cadc.nrc.ca/CFHT?757165/757165p
caom:CFHT/757166,CFHT,757166.0,757166p,36.48222696939361,-4.487938888151192,53227.6178661,MegaPrime,300.0789999999999,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,1.0182544705693566,36.22959676093525 -3.9882932127239017 36.9947884846187 -3.9892383940746625 36.99659078529241 -4.985008408426468 36.01274549527782 -4.986314790217734 35.93185805232808 -4.425326579274598 35.91835003364957 -4.185792788303359 36.12166065583414 -3.9941855032986116,0.18619411897507512,4.4221514508099995,53227.621339236575,image,0.0,ELIXIR,science,,0.0,,757166.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-11-04T18:20:17.000,,,ivo://cadc.nrc.ca/CFHT?757166/757166p
caom:CFHT/757167,CFHT,757167.0,757167p,36.49604640135282,-4.4717145822039015,53227.621986800004,MegaPrime,300.0699999999999,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9762376387198586,36.98834639638724 -3.9749611188558136 36.98842173755679 -4.968652845917404 36.00430054059202 -4.9695739550047895 36.003876427235326 -3.973581016934604,0.18618113809787631,4.4221514508099995,53227.6254598324,image,0.0,ELIXIR,science,,0.0,,757167.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-11-04T18:16:40.000,,,ivo://cadc.nrc.ca/CFHT?757167/757167p
caom:CFHT/757736,CFHT,757736.0,757736p,36.49734229544836,-4.4955412154855585,53231.5713665,MegaPrime,300.07799999999975,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.977283347135078,36.98829068456234 -3.9964540119920544 36.99002748353767 -4.993105895030764 36.00581436041156 -4.994272694227673 36.00519379636758 -3.997749907435408,0.18609938143012314,4.4221514508099995,53231.574839625,image,0.0,ELIXIR,science,,0.0,,757736.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T18:47:00.000,,,ivo://cadc.nrc.ca/CFHT?757736/757736p
caom:CFHT/757737,CFHT,757737.0,757737p,36.49118243115779,-4.503875792170278,53231.57546,MegaPrime,300.08200000000016,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9763684705742436,36.981978283864514 -4.004893881928423 36.98367662095348 -5.000948163180965 35.99971223633633 -5.002500967615317 35.99934193077154 -4.006505909963239,0.1861005761380998,4.4221514508099995,53231.5789331713,image,0.0,ELIXIR,science,,0.0,,757737.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T18:50:52.000,,,ivo://cadc.nrc.ca/CFHT?757737/757737p
caom:CFHT/757738,CFHT,757738.0,757738p,36.50007019662571,-4.521835757826864,53231.579564,MegaPrime,300.0630000000001,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9738263718882578,36.99034737999816 -4.021971378832873 36.992129306239036 -5.017765777134911 36.00809337564565 -5.019203607950376 36.0083529323855 -4.027511873594632,0.18613028686840186,4.4221514508099995,53231.583036951386,image,0.0,ELIXIR,science,,0.0,,757738.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T18:44:52.000,,,ivo://cadc.nrc.ca/CFHT?757738/757738p
caom:CFHT/757739,CFHT,757739.0,757739p,36.505084702119106,-4.488624277860467,53231.583663800004,MegaPrime,300.077,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9815433544634472,36.99425816047451 -3.9881346088473024 37.00128055082155 -4.988721941290381 36.011998182420484 -4.985820739952144 36.0114152995919 -3.989443873074461,0.18615998230371472,4.4221514508099995,53231.587136913426,image,0.0,ELIXIR,science,,0.0,,757739.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T18:44:45.000,,,ivo://cadc.nrc.ca/CFHT?757739/757739p
caom:CFHT/757740,CFHT,757740.0,757740p,36.49525191734611,-4.470353477765158,53231.5877921,MegaPrime,300.07200000000006,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9765256262442747,36.985955440104505 -3.9713827502557266 36.9878344932299 -4.967718325807994 36.00375091642975 -4.968710282865416 36.00328638084991 -3.9729209370908305,0.18611866954609915,4.4221514508099995,53231.591265155555,image,0.0,ELIXIR,science,,0.0,,757740.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T19:05:18.000,,,ivo://cadc.nrc.ca/CFHT?757740/757740p
caom:CFHT/758389,CFHT,758389.0,758389p,36.497382353599576,-4.494926534756131,53236.5566369,MegaPrime,300.06499999999994,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9764902393747334,36.988271270757544 -3.995953360989121 36.98986739107806 -4.991993188614985 36.00588385980399 -4.993620327853364 36.005527238175674 -3.997515157916168,0.18602315446891105,4.4221514508099995,53236.56010987454,image,0.0,ELIXIR,science,,0.0,,758389.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T20:12:24.000,,,ivo://cadc.nrc.ca/CFHT?758389/758389p
caom:CFHT/758390,CFHT,758390.0,758390p,36.491250767200185,-4.503354443789918,53236.5607166,MegaPrime,300.057,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.976378760726078,36.98207972910495 -4.004425471618319 36.98376736299835 -5.000389121903123 35.99976784462381 -5.001992455291658 35.999411143783796 -4.005955364854216,0.1859772770847524,4.4221514508099995,53236.564189481935,image,0.0,ELIXIR,science,,0.0,,758390.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T20:12:36.000,,,ivo://cadc.nrc.ca/CFHT?758390/758390p
caom:CFHT/758391,CFHT,758391.0,758391p,36.49978073742329,-4.519808229453928,53236.5647892,MegaPrime,300.0699999999999,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9767027619564672,36.11506672802078 -4.020854188824288 36.99048311726065 -4.021174742660493 36.9921638361169 -5.0171601651516635 36.00818192941957 -5.018663637939014 36.008311269815174 -4.026955894251754,0.18609612870269807,4.4221514508099995,53236.5682622324,image,0.0,ELIXIR,science,,0.0,,758391.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T20:14:43.000,,,ivo://cadc.nrc.ca/CFHT?758391/758391p
caom:CFHT/758392,CFHT,758392.0,758392p,36.503361660542005,-4.486458478497042,53236.5688573,MegaPrime,300.057,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9766143803090229,36.99430971803255 -3.9878169129883365 36.995913496982965 -4.983631345181041 36.01210769636863 -4.985207699978318 36.011347884246426 -3.988687286706295,0.18599412155407272,4.4221514508099995,53236.572330181945,image,0.0,ELIXIR,science,,0.0,,758392.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T20:15:30.000,,,ivo://cadc.nrc.ca/CFHT?758392/758392p
caom:CFHT/758393,CFHT,758393.0,758393p,36.495205106906354,-4.469993995359161,53236.57293,MegaPrime,300.08100000000013,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.976366967684605,36.98586384402301 -3.9712634867879752 36.98786134394517 -4.967250073773741 36.00375204031609 -4.968321566642873 36.00331848746953 -3.972408403238844,0.18599162850556475,4.4221514508099995,53236.576403159714,image,0.0,ELIXIR,science,,0.0,,758393.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T20:17:05.000,,,ivo://cadc.nrc.ca/CFHT?758393/758393p
caom:CFHT/758394,CFHT,758394.0,758394p,36.49743664076762,-4.494554875068673,53236.5774245,MegaPrime,300.08,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9768595267339748,36.98819994080684 -3.9960814950925263 36.98975678975731 -4.992003672334999 36.005812548516985 -4.993496160484031 36.006118393482225 -4.001956823049272 36.11251864354971 -3.9952325598511624,0.18608656384474576,4.4221514508099995,53236.58089764816,image,0.0,ELIXIR,science,,0.0,,758394.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T20:20:15.000,,,ivo://cadc.nrc.ca/CFHT?758394/758394p
caom:CFHT/759011,CFHT,759011.0,759011p,36.50337532163126,-4.504005367645533,53239.557898600004,MegaPrime,300.149,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.976468014137268,36.994300149422344 -4.005151980029056 36.995562148238484 -5.001635185633348 36.011927776339995 -5.002359836821297 36.0115482642549 -4.006371144614506,0.1860356101752511,4.4221514508099995,53239.561372546756,image,0.0,ELIXIR,science,,0.0,,759011.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T21:31:58.000,,,ivo://cadc.nrc.ca/CFHT?759011/759011p
caom:CFHT/759012,CFHT,759012.0,759012p,36.498343462921575,-4.5130102111493064,53239.56250369999,MegaPrime,300.143,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9768612692950852,36.98934857574864 -4.014145603555605 36.990990140239425 -5.010142874060975 36.00685464262423 -5.01185664193035 36.00636367128554 -4.0153003421086755,0.18603017218291049,4.4221514508099995,53239.56597757732,image,0.0,ELIXIR,science,,0.0,,759012.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T21:32:23.000,,,ivo://cadc.nrc.ca/CFHT?759012/759012p
caom:CFHT/759013,CFHT,759013.0,759013p,36.506189603385074,-4.529926988147666,53239.5667754,MegaPrime,300.13700000000006,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.976539474384353,36.997049148239675 -4.030992080715064 36.99870803870157 -5.0272533569447715 36.01463450288606 -5.028383678819251 36.01426226855465 -4.032437527413438,0.1859715897676684,4.4221514508099995,53239.57024920787,image,0.0,ELIXIR,science,,0.0,,759013.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T21:33:29.000,,,ivo://cadc.nrc.ca/CFHT?759013/759013p
caom:CFHT/759014,CFHT,759014.0,759014p,36.51044632766983,-4.4960809297479765,53239.571420399996,MegaPrime,300.1419999999999,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9769144218813041,37.001441315256095 -3.9972023407084714 37.00305188090833 -4.99345897584121 36.01891018847837 -4.994687776020397 36.018391657995224 -3.9984001781484744,0.1860216181328488,4.4221514508099995,53239.57489426575,image,0.0,ELIXIR,science,,0.0,,759014.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T21:33:16.000,,,ivo://cadc.nrc.ca/CFHT?759014/759014p
caom:CFHT/759015,CFHT,759015.0,759015p,36.50194232218988,-4.479364868885894,53239.5757813,MegaPrime,300.12900000000013,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9763119348571508,36.99283895654874 -3.980717205127931 36.99446659157373 -4.976496133538945 36.01044938667899 -4.977752286953303 36.010045995548744 -3.9818754077930847,0.18599312431614465,4.4221514508099995,53239.579255015284,image,0.0,ELIXIR,science,,0.0,,759015.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm01,2004-10-15T21:41:31.000,,,ivo://cadc.nrc.ca/CFHT?759015/759015p
caom:CFHT/760595,CFHT,760595.0,760595p,36.49778042194834,-4.49714708525191,53253.5617731,MegaPrime,300.0730000000001,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9744009409062144,36.98827449366026 -3.9972281924279383 36.98982479245489 -4.993604163708399 36.00590105563283 -4.994365412388659 36.00553489048757 -4.0027907920654835,0.18604212029946746,4.4221514508099995,53253.56524616714,image,0.0,ELIXIR,science,,0.0,,760595.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm02,2004-12-07T17:55:40.000,,,ivo://cadc.nrc.ca/CFHT?760595/760595p
caom:CFHT/760596,CFHT,760596.0,760596p,36.4912415548044,-4.504332829728554,53253.5731868,MegaPrime,300.071,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9760985704110964,36.98220188225201 -4.005631586532232 36.98347030484671 -5.001470615737305 35.99976528636256 -5.002788971773555 35.999551537097844 -4.006878110926094,0.1859561736648961,4.4221514508099995,53253.57665984399,image,0.0,ELIXIR,science,,0.0,,760596.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm02,2004-12-07T17:50:40.000,,,ivo://cadc.nrc.ca/CFHT?760596/760596p
caom:CFHT/760597,CFHT,760597.0,760597p,36.4995057568676,-4.521037699732432,53253.577275699994,MegaPrime,300.05800000000016,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9763438480239656,36.99050707401124 -4.022456713960507 36.991885207227746 -5.018269253369723 36.00807414337595 -5.019542862408017 36.00768420048958 -4.023341370025433,0.1859734595653995,4.4221514508099995,53253.580748593515,image,0.0,ELIXIR,science,,0.0,,760597.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm02,2004-12-07T18:12:16.000,,,ivo://cadc.nrc.ca/CFHT?760597/760597p
caom:CFHT/760598,CFHT,760598.0,760598p,36.50239851887028,-4.48663214940278,53253.581384900004,MegaPrime,300.06900000000013,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9758778879669876,36.99332965637034 -3.9879878741733568 36.99460288202966 -4.98365823487019 36.01094493138089 -4.984994188125696 36.01071318958361 -3.9893314791959673,0.1859850227570048,4.4221514508099995,53253.58485792083,image,0.0,ELIXIR,science,,0.0,,760598.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm02,2004-12-07T18:12:10.000,,,ivo://cadc.nrc.ca/CFHT?760598/760598p
caom:CFHT/760599,CFHT,760599.0,760599p,36.49517181332592,-4.471072205140273,53253.585917000004,MegaPrime,300.05800000000016,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9761081482934983,36.9859367173806 -3.972553907956621 36.98753804170323 -4.968569060234261 36.00370802537472 -4.969081188464415 36.003377656252994 -3.9734513040934702,0.18597274679729603,4.4221514508099995,53253.58938989352,image,0.0,ELIXIR,science,,0.0,,760599.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm02,2004-12-07T18:01:43.000,,,ivo://cadc.nrc.ca/CFHT?760599/760599p
caom:CFHT/761048,CFHT,761048.0,761048p,36.49770000357279,-4.495485161645887,53257.5425947,MegaPrime,300.06699999999984,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.9761175879427312,36.98864311024786 -3.996824538589023 36.9900254114915 -4.992596084299377 36.00615624313892 -4.993864612025874 36.00599237587045 -3.9980383748458603,0.1859408963222788,4.4221514508099995,53257.54606769769,image,0.0,ELIXIR,science,,0.0,,761048.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm02,2004-12-07T18:52:00.000,,,ivo://cadc.nrc.ca/CFHT?761048/761048p
caom:CFHT/761049,CFHT,761049.0,761049p,36.491517600307546,-4.503763970031869,53257.5466691,MegaPrime,300.0699999999999,D1,r.MP9601,2.0,OBJECT,5.542e-07,6.955000000000001e-07,04BL01,Deep_Synoptic CFHTLS,2006-05-01T00:00:00.000,0.97634463060497,36.982488446588306 -4.005069332791055 36.98389792629627 -5.000914694692711 36.00008912363198 -5.002339245066835 35.99969653020618 -4.0061831252918845,0.1859560073244978,4.4221514508099995,53257.5501421324,image,0.0,ELIXIR,science,,0.0,,761049.0,exposure,,,,Normal,,,,CFHTLS,Optical,2.0,STANDARD PIPELINE,04Bm02,2004-12-07T18:52:06.000,,,ivo://cadc.nrc.ca/CFHT?761049/761049p
